idx	preset	role	shared_l3	a_slug	a_title	b_slug	b_title	trig_jaccard	shared_triggers	title_identical	a_user_summary	b_user_summary	a_workflow	b_workflow
30	agt-002	AGT-002 枢衡	异常冻结与恢复	p2s-ltv-cac-acquisition-gate	LTV CAC Acquisition Gate — LTV/CAC比率触发渠道获客自动暂停或扩投	p2s-model-performance-monitor	Skill-Model-Performance-Monitor	0			用 LTV/CAC 比值判断哪个渠道该暂停新客投放、哪个该加预算，并保留品牌最低预算。	让新模型先静默陪跑几天，用真实标签比出谁更准，再决定切还是等；模型劣化从 7 天发现压到 1 小时。	汇总各渠道预测LTV、当月CAC、新客数与预算 → 按最小新客数门槛过滤渠道 → 比值低于暂停阈值判暂停、高于扩投阈值判加预算 → 按扩投比例调整并把释放预算转入高效渠道 → 保留品牌最低预算并设观察天数后复评	让新模型以 Shadow 模式静默预测，不接生产流量 → 等待真实标签到达（如 T+7 的实际销量） → 用滑动窗口对比 Champion 与 Challenger 的 AUC/MAPE → 做统计显著性检验并给出 GO / WAIT / ABORT 建议 → 指标退化超阈值时触发告警与重训提示
31	agt-003	AGT-003 明镜	GMV归因分析	p2s-aigc-revenue-attribution	AIGC Revenue Attribution — AI内容生成 ROI 财务归因：从内容投入到 GMV 的量化路径	p2s-automated-causal-discovery	Automated Causal Discovery — 自动化因果发现：从数据自动识别业务驱动因素	0			每月 2000 美元的摄影图换成 50 美元的 AI 图到底亏不亏：用 A/B 加双重差分算清楚。	BSR 排名到底是销量的原因还是结果：用因果发现把驱动因素和中介变量分开，别再刷错指标。	设计 A/B：同 ASIN 下 50% 流量看 AI 内容、50% 看人工内容 → 采集 CTR、CVR、退货率与图片相关投诉 → 持续 4 周覆盖工作日与周末 → 用双重差分估计增量效果与置信区间 → 输出替换、混用或保留人工的决策建议	整理 180 天日度多指标数据：销量、价格、广告花费、ROAS、BSR、评论数、评分、退货率、搜索量 → 做平稳性与缺失处理 → 用 PC 或 NOTEARS 类算法发现因果骨架与方向 → 识别中介路径（如评论速度到 BSR 到销量） → 与领域专家核对后给出干预点建议
32	agt-003	AGT-003 明镜	GMV归因分析	p2s-aigc-revenue-attribution	AIGC Revenue Attribution — AI内容生成 ROI 财务归因：从内容投入到 GMV 的量化路径	p2s-causal-discovery-pc-algorithm	PC算法因果发现：从观测数据识别销售驱动因果链	0			每月 2000 美元的摄影图换成 50 美元的 AI 图到底亏不亏：用 A/B 加双重差分算清楚。	用观测数据画出销售驱动因素的因果图，分清谁真正影响销量，避免把相关当因果押错策略。	设计 A/B：同 ASIN 下 50% 流量看 AI 内容、50% 看人工内容 → 采集 CTR、CVR、退货率与图片相关投诉 → 持续 4 周覆盖工作日与周末 → 用双重差分估计增量效果与置信区间 → 输出替换、混用或保留人工的决策建议	汇总并按周对齐广告支出、竞品均价、季节指数、促销标记、KOL 合作数与销量六列数据 → 对所有变量做标准化（均值 0、方差 1） → 设定显著性水平 α=0.05 运行 PC 算法，做条件独立性检验并剔除无关边 → 识别碰撞节点并传播因果方向，输出有向无环图 → 标注关键因果路径与权重，交运营团队确定干预节点
33	agt-003	AGT-003 明镜	经营预测	p2s-aigp-llm-dynamic-pricing	AIGP — LLM 动态定价：长期 GMV 对齐框架（+13% GMV A/B实测）	p2s-budget-reforecast-rolling	Budget Reforecast Rolling — 滚动预算再预测（月度滚动reforecast自动化）	0			不只算今天卖多少，而是算这次调价对三个月后生意的长期影响再定价。	年度预算不再年初定死，每月自动滚一遍，让资金和投放决策跟着最新预测走。	汇总价格销量历史与竞品价、季节、库存上下文 → 按季节与需求弹性划分定价情景 → 用价值估计模型评估各价格的长期 GMV 期望 → 输出可解释定价建议与价格区间	接入历史销量与费率数据 → 时序模型更新销量预测 → 按最新费率重算成本与全年利润 → 对比原预算并输出偏差说明
34	agt-003	AGT-003 明镜	经营预测	p2s-aigp-llm-dynamic-pricing	AIGP — LLM 动态定价：长期 GMV 对齐框架（+13% GMV A/B实测）	p2s-user-ltv-financial-bridge	User LTV Financial Bridge — 用户生命周期价值预测驱动财务规划	0			不只算今天卖多少，而是算这次调价对三个月后生意的长期影响再定价。	按用户价值分层预测未来营收，让财务预算和备货计划不再靠全量均值外推。	汇总价格销量历史与竞品价、季节、库存上下文 → 按季节与需求弹性划分定价情景 → 用价值估计模型评估各价格的长期 GMV 期望 → 输出可解释定价建议与价格区间	清洗用户购买历史并构造 RFM 与购买序列特征 → 用分层排序加残差精化的模型预测各层 LTV → 汇总各层营收贡献并做流失率敏感性分析 → 把结果映射到备货与广告预算分配建议
35	agt-003	AGT-003 明镜	GMV归因分析	p2s-automated-causal-discovery	Automated Causal Discovery — 自动化因果发现：从数据自动识别业务驱动因素	p2s-causal-discovery-pc-algorithm	PC算法因果发现：从观测数据识别销售驱动因果链	0			BSR 排名到底是销量的原因还是结果：用因果发现把驱动因素和中介变量分开，别再刷错指标。	用观测数据画出销售驱动因素的因果图，分清谁真正影响销量，避免把相关当因果押错策略。	整理 180 天日度多指标数据：销量、价格、广告花费、ROAS、BSR、评论数、评分、退货率、搜索量 → 做平稳性与缺失处理 → 用 PC 或 NOTEARS 类算法发现因果骨架与方向 → 识别中介路径（如评论速度到 BSR 到销量） → 与领域专家核对后给出干预点建议	汇总并按周对齐广告支出、竞品均价、季节指数、促销标记、KOL 合作数与销量六列数据 → 对所有变量做标准化（均值 0、方差 1） → 设定显著性水平 α=0.05 运行 PC 算法，做条件独立性检验并剔除无关边 → 识别碰撞节点并传播因果方向，输出有向无环图 → 标注关键因果路径与权重，交运营团队确定干预节点
36	agt-003	AGT-003 明镜	情景模拟	p2s-black-swan-scenario-simulation-tag	黑天鹅情景模拟标签 — 极端事件供应链压力测试与预案激活机制	p2s-counterfactual-sc-scenario-sim	供应链反事实情景仿真 — 决策前的数字沙盘，支撑Palantir高风险Action验证	0			把封号、断供这类极端事件量化成 GMV 损失和恢复时间，并给每个场景打上预案激活标签。	大动作执行前先在数字沙盘里跑一千遍，比较不同补货方案的净收益和断货风险。	定义黑天鹅情景（发生概率、GMV 影响比例、持续与恢复周期、缓解成本、预案动作） → 按月度 GMV 与库存天数运行压力测试 → 量化每个情景的 GMV 损失与总损失，判定库存能否撑过 → 计算韧性评分并按概率阈值输出预案激活标签 → 按总损失排序输出风险清单	从历史销售与库存数据估计供应链动力学参数 → 设定候选方案与仿真次数 → 逐次模拟入库延迟、需求波动与断货过程 → 汇总各方案净收益与风险指标并给出推荐
37	agt-003	AGT-003 明镜	情景模拟	p2s-black-swan-scenario-simulation-tag	黑天鹅情景模拟标签 — 极端事件供应链压力测试与预案激活机制	p2s-sc-whatif-scenario-analysis-engine	供应链What-If情景分析引擎 — 因果ML参数化多情景对比与韧性量化评估	0			把封号、断供这类极端事件量化成 GMV 损失和恢复时间，并给每个场景打上预案激活标签。	把促销力度、物流策略等方案参数化，半小时跑出各情景的因果增量和毛利影响。	定义黑天鹅情景（发生概率、GMV 影响比例、持续与恢复周期、缓解成本、预案动作） → 按月度 GMV 与库存天数运行压力测试 → 量化每个情景的 GMV 损失与总损失，判定库存能否撑过 → 计算韧性评分并按概率阈值输出预案激活标签 → 按总损失排序输出风险清单	设定情景参数组合（如折扣 0%、15%、20%、30%） → 用因果模型分离季节效应并估计各情景的处理效应 → 做蒙特卡洛抽样给出不确定性区间 → 对比各情景 GMV 与毛利影响并给出推荐
38	agt-003	AGT-003 明镜	经营预测/资金预测	p2s-budget-reforecast-rolling	Budget Reforecast Rolling — 滚动预算再预测（月度滚动reforecast自动化）	p2s-user-ltv-financial-bridge	User LTV Financial Bridge — 用户生命周期价值预测驱动财务规划	0			年度预算不再年初定死，每月自动滚一遍，让资金和投放决策跟着最新预测走。	按用户价值分层预测未来营收，让财务预算和备货计划不再靠全量均值外推。	接入历史销量与费率数据 → 时序模型更新销量预测 → 按最新费率重算成本与全年利润 → 对比原预算并输出偏差说明	清洗用户购买历史并构造 RFM 与购买序列特征 → 用分层排序加残差精化的模型预测各层 LTV → 汇总各层营收贡献并做流失率敏感性分析 → 把结果映射到备货与广告预算分配建议
39	agt-003	AGT-003 明镜	情景模拟	p2s-counterfactual-sc-scenario-sim	供应链反事实情景仿真 — 决策前的数字沙盘，支撑Palantir高风险Action验证	p2s-sc-whatif-scenario-analysis-engine	供应链What-If情景分析引擎 — 因果ML参数化多情景对比与韧性量化评估	0			大动作执行前先在数字沙盘里跑一千遍，比较不同补货方案的净收益和断货风险。	把促销力度、物流策略等方案参数化，半小时跑出各情景的因果增量和毛利影响。	从历史销售与库存数据估计供应链动力学参数 → 设定候选方案与仿真次数 → 逐次模拟入库延迟、需求波动与断货过程 → 汇总各方案净收益与风险指标并给出推荐	设定情景参数组合（如折扣 0%、15%、20%、30%） → 用因果模型分离季节效应并估计各情景的处理效应 → 做蒙特卡洛抽样给出不确定性区间 → 对比各情景 GMV 与毛利影响并给出推荐
40	agt-004	AGT-004 知人	岗位能力分析	p2s-agent-workforce-replacement-calculator	AI Agent 人力替代计算器 — 量化哪些运营岗位可被 Agent 替代及 ROI	p2s-knowledge-graph-for-skills-management	Knowledge Graph for Skills Management（知识图谱驱动的技能管理）	0			量化哪些运营岗位的活适合交给 Agent、能省多少钱，把 AI 化优先级从直觉变成数据。	把散落的技能卡片连成一张图，给新人排出该先学什么、给业务问题配上技能组合，顺带指出团队短板。	拆解岗位任务清单并记录每项任务每周耗时 → 对每项任务计算可替代度评分与替代等级 → 汇总各岗位的等效替代比例与释放的 FTE → 按人力成本换算年化节省并输出优先级热力图	把现有 Skill 卡片建成实体节点并标注领域、难度与业务价值 → 按前置、延伸、组合、应用场景关系写入图谱三元组 → 用 TransE 训练技能与关系的嵌入向量 → 对业务问题做图查询与技能组合排序 → 输出个性化学习路径与团队知识缺口诊断
41	agt-004	AGT-004 知人	培训与招聘支持	p2s-pike-rag-specialized-knowledge	Skill-PIKE-RAG-Specialized-Knowledge	p2s-skill-dependency-path-planner	Skill 依赖路径规划器 — BFS/Dijkstra 学习路径导航	0			给检索系统注入电商专业语料并做双层增强，让它听懂自家术语，也能答新员工培训里的业务问题。	想学某个高级技能时，自动算出该先学哪些基础，并给出一条最短学习路径。		装载技能依赖图（技能到前置技能的边） → 从目标技能反向追溯全部前置链 → 取最短路径并重建正向学习顺序 → 识别可并行学习的并行分支并估算总时长
42	agt-005	AGT-005 守衡	抽样审计	p2s-class-conditional-generation-augment	条件生成数据增强 — 稀有类别的扩散模型精准数据合成	p2s-class-imbalance-handling	Class Imbalance Handling — SMOTE/ADASYN/Focal Loss 处理低频事件	0			稀有样本太少导致模型召回上不去时，用条件扩散模型生成多样化合成样本补课。	欺诈、退货这类低频事件样本太少时，用重采样加损失函数改造把召回率提上来。	准备少数类真实样本与特征表 → 用条件扩散模型按类别条件生成多样化合成样本 → 把合成样本混入训练集重训模型 → 对比生成前后的召回率与精确率并给出结论	统计类别比例并建立不处理的基线模型 → 对训练集做 SMOTE 或 ADASYN 过采样 → 引入 Focal Loss 等损失改造重训模型 → 在未重采样的验证集上对比召回、精确率与 F1
43	agt-005	AGT-005 守衡	抽样审计	p2s-class-conditional-generation-augment	条件生成数据增强 — 稀有类别的扩散模型精准数据合成	p2s-compliance-ml-risk-scoring	Compliance ML Risk Scoring — 合规 ML 风险评分：用机器学习量化违规概率	0			稀有样本太少导致模型召回上不去时，用条件扩散模型生成多样化合成样本补课。	用模型给每个 SKU 打违规概率，让有限的合规人力先审最可能出问题的那些。	准备少数类真实样本与特征表 → 用条件扩散模型按类别条件生成多样化合成样本 → 把合成样本混入训练集重训模型 → 对比生成前后的召回率与精确率并给出结论	抽取 Listing 内容特征（数字声明密度、文本长度等）与账号历史特征 → 用历史违规记录训练风险评分模型 → 对全部 SKU 输出违规概率并排序 → 给出前 N 个高风险 SKU 的特征解释（SHAP 值）
